"","wijk_code","n","wijk_name"
"2954","WK098415","3780","Veltum"
"2955","WK098416","4795","Brukske"
"2956","WK098417","6030","Landweert"
"2957","WK098418","1035","Smakterheide"
"2958","WK098419","2535","Brabander"
"2959","WK098420","2010","St. Antoniusveld"
"2960","WK098421","1880","Wanssum"
"2961","WK098422","410","Geijsteren"
"2962","WK098423","1215","Blitterswijck"
"2963","WK196101","180","Tienhoven aan de Lek"
"2964","WK196102","625","Tienhoven aan de Lek buitengebied"
"2965","WK196103","3015","Ameide"
"2966","WK196104","145","Ameide buitengebied"
"2967","WK196105","3220","Meerkerk"
"2968","WK196106","740","Meerkerk buitengebied"
"2969","WK196107","2145","Lexmond"
"2970","WK196108","865","Lexmond buitengebied"
"2971","WK196109","585","Nieuwland"
"2972","WK196110","455","Nieuwland buitengebied"
"2973","WK196111","970","Leerbroek"
"2974","WK196112","565","Leerbroek buitengebied"
"2975","WK196113","560","Kedichem"
"2976","WK196114","315","Kedichem buitengebied"
"2977","WK196115","680","Hei- en Boeicop"
"2978","WK196116","320","Hei- en Boeicop buitengebied"
"2979","WK196117","240","Oosterwijk"
"2980","WK196118","1560","Amaliastein"
"2981","WK196119","5785","Monnikenhof"
"2982","WK196120","65","Vianen bedrijventerrein"
"2983","WK196121","5145","Vianen centrum"
"2984","WK196122","4045","De Hagen"
"2985","WK196123","295","Vianen buitengebied"
"2986","WK196124","7870","Leerdam-West"
"2987","WK196125","5640","Leerdam-Noord"
"2988","WK196126","2065","Leerdam centrum"
"2989","WK196127","3445","Leerdam-Oost"
"2990","WK196128","120","Nieuw Schaik"
"2991","WK196129","955","Leerdam buitengebied"
"2992","WK196130","1155","Schoonrewoerd"
"2993","WK196131","490","Schoonrewoerd buitengebied"
"2994","WK196132","705","Zijderveld"
"2995","WK196133","155","Zijderveld buitengebied"
"2996","WK196134","1160","Hagestein"
"2997","WK196135","375","Hagestein buitengebied"
"2998","WK196136","3795","Hoef en Haag"
"2999","WK196137","750","Everdingen"
"3000","WK196138","440","Everdingen buitengebied"
"3001","WK196139","15","Ossenwaard"
"3002","WK062201","15655","Centrum"
"3003","WK062202","12815","Westwijk"
"3004","WK062203","2640","Vettenoordse Polder"
"3005","WK062204","7565","Oostwijk"
"3006","WK062205","12740","Vlaardinger Ambacht"
"3007","WK062206","11705","Holy Zuid"
"3008","WK062207","13270","Holy Noord"
"3009","WK062208","10","Broekpolder"
"3010","WK009600","1255","Wijk 00"
"3011","WK071801","8470","Binnenstad"
"3012","WK071802","10720","Middengebied"
"3013","WK071803","5230","Paauwenburg - Westduin"
"3014","WK071804","9930","Lammerenburg"
"3015","WK071805","10230","Oost-Souburg"
"3016","WK071806","550","Ritthem e.o."
"3017","WK071807","255","Binnen- en Buitenhavens"
"3018","WK071808","0","Sloegebied"
"3019","WK098601","3085","Wijk 01 Voerendaal"
"3020","WK098602","3345","Wijk02 Kunrade"
"3021","WK098603","1550","Wijk 03 Ubachsberg"
"3022","WK098604","3100","Wijk 04 Klimmen"
"3023","WK098605","915","Wijk 05 Ransdaal"
"3024","WK098609","380","Wijk 09 Verspreide huizen Voerendaal"
"3025","WK199200","4945","Hellevoet"
"3026","WK199201","6620","Nieuw-Helvoet"
"3027","WK199202","1380","Nieuwenhoorn"
"3028","WK199203","7340","De Struyten"
"3029","WK199204","8365","De Kooistee"
"3030","WK199205","5790","Den Bonsen Hoek"
"3031","WK199206","3290","Ravense Hoek"
"3032","WK199207","890","Centrumgebied"
"3033","WK199208","20","Kickers Bloem"
"3034","WK199209","1285","Buitengebied"
"3035","WK199210","1440","Oudenhoorn"
"3036","WK199220","6605","Rockanje"
"3037","WK199221","8395","Oostvoorne"
"3038","WK199230","14100","Brielle"
"3039","WK199231","1865","Vierpolders"
"3040","WK199232","1910","Zwartewaal"
"3041","WK199233","55","Recreatiestrook Brielse Maas"
"3042","WK062600","25625","Wijk 00"
"3043","WK028500","2805","Wijk 00 Voorst"
"3044","WK028501","16940","Wijk 01 Twello-Nijbroek"
"3045","WK028502","3635","Wijk 02 Klarenbeek-Teuge"
"3046","WK028503","2000","Wijk 03 Wilp"
"3047","WK086500","13995","Wijk 00 Vught"
"3048","WK086501","12480","Wijk 01 Vught-Zuid"
"3049","WK086502","970","Wijk 02 Cromvoirt"
"3050","WK086503","4915","Wijk 03 Helvoirt"
"3051","WK194915","580","Achlum"
"3052","WK194916","4965","St.-Annaparochie"
"3053","WK194917","110","Baaium"
"3054","WK194918","2685","Berltsum"
"3055","WK194919","745","Bitgum"
"3056","WK194920","915","Bitgummole"
"3057","WK194921","80","Blessum"
"3058","WK194922","45","Boer"
"3059","WK194923","395","Boksum"
"3060","WK194924","1045","Deinum"
"3061","WK194925","375","Dongjum"
"3062","WK194926","3305","Dronryp"
"3063","WK194927","65","Firdgum"
"3064","WK194928","13050","Franeker"
"3065","WK194929","310","Herbaijum"
"3066","WK194930","225","Hitzum"
"3067","WK194931","360","Ingelum"
"3068","WK194932","1695","St.-Jacobiparochie"
"3069","WK194933","40","Klooster Lidlum"
"3070","WK194934","1045","Marsum"
"3071","WK194935","2825","Menaam"
"3072","WK194936","1820","Minnertsga"
"3073","WK194937","315","Nij Altoenae"
"3074","WK194938","540","Oosterbierum"
"3075","WK194939","940","Oudebildtzijl"
"3076","WK194940","250","Peins"
"3077","WK194941","145","Pietersbierum"
"3078","WK194942","425","Ried"
"3079","WK194943","135","Schalsum"
"3080","WK194944","1735","Sexbierum"
"3081","WK194945","110","Skingen"
"3082","WK194946","75","Slappeterp"
"3083","WK194947","255","Spannum"
"3084","WK194948","1115","Tzum"
"3085","WK194949","1400","Tzummarum"
"3086","WK194950","700","Vrouwenparochie"
"3087","WK194951","255","Westhoek"
"3088","WK194952","190","Wier"
"3089","WK194953","1065","Winsum"
"3090","WK194954","450","Wjelsryp"
"3091","WK194955","130","Zweins"
"3092","WK086600","17985","Wijk 00 Waalre"
"3093","WK086700","30625","Waalwijk"
"3094","WK086701","14505","Sprang-Capelle"
"3095","WK086702","5170","Waspik"
"3096","WK062701","7585","Wijk 01"
"3097","WK062702","14240","Wijk 02"
"3098","WK062703","5945","Wijk 03"
"3099","WK062704","6235","Wijk 04"
"3100","WK028901","4690","Noordwest"
"3101","WK028902","2710","Wageningen Universiteit"
"3102","WK028903","2685","De Weiden en Boomgaarden"
"3103","WK028904","1985","De Horsten"
"3104","WK028905","5065","Kortenoord"
"3105","WK028906","7100","De Buurt"
"3106","WK028907","5605","Boven- en Benedenbuurt"
"3107","WK028908","2705","Nude"
"3108","WK028909","4090","Centrum"
"3109","WK028910","2800","Veluvia-Hamelakkers"
"3110","WK028911","1235","Wageningen-Hoog"
"3111","WK028912","1905","Buitengebied"
"3112","WK062900","7100","Wijk 00 Zuidwestelijk deel der gemeente"
"3113","WK062901","20000","Wijk 01 Noordoostelijk deel der gemeente"
"3114","WK085200","9900","Wijk 00 Monnickendam"
"3115","WK085201","330","Wijk 01 Katwoude"
"3116","WK085202","1730","Wijk 02 Marken"
"3117","WK085203","3195","Wijk 03 Broek in Waterland"
"3118","WK085204","1810","Wijk 04 Ilpendam"
"3119","WK085205","555","Wijk 05 Watergang"
"3120","WK098801","6460","Wijk 01 Boshoven"
"3121","WK098802","2895","Wijk 02 Laar en Hushoven"
"3122","WK098803","2900","Wijk 03 Molenakker en Kampershoek"
"3123","WK098811","4195","Wijk 11 Weert-Centrum"
"3124","WK098812","2290","Wijk 12 Biest"
"3125","WK098813","4055","Wijk 13 Groenewoud"
"3126","WK098814","2650","Wijk 14 Fatima"
"3127","WK098821","4860","Wijk 21 Keent"
"3128","WK098822","3860","Wijk 22 Moesel"
"3129","WK098823","2340","Wijk 23 Graswinkel"
"3130","WK098824","4355","Wijk 24 Leuken"
"3131","WK098825","2000","Wijk 25 Kazernelaan"
"3132","WK098831","1045","Wijk 31 Altweerterheide"
"3133","WK098832","1115","Wijk 32 Tungelroy"
"3134","WK098833","915","Wijk 33 Swartbroek"
"3135","WK098834","5145","Wijk 34 Stramproy"
"3136","WK196000","11005","Geldermalsen"
"3137","WK196001","3885","Deil"
"3138","WK196002","4855","Beesd"
"3139","WK196003","3225","Buurmalsen"
"3140","WK196004","5660","Meteren"
"3141","WK196005","5040","Haaften"
"3142","WK196006","4610","Waardenburg en Opijnen"
"3143","WK196007","3180","Varik en Ophemert"
"3144","WK196008","3230","Asperen"
"3145","WK196009","3225","Heukelum"
"3146","WK196010","2210","Vuren"
"3147","WK196011","2820","Herwijnen"
"3148","WK066801","1710","Wijk 01 Alphen"
"3149","WK066802","655","Wijk 02 Altforst"
"3150","WK066803","835","Wijk 03 Appeltern"
"3151","WK066804","7315","Wijk 04 Beneden-Leeuwen"
"3152","WK066805","2250","Wijk 05 Boven-Leeuwen"
"3153","WK066806","3550","Wijk 06 Dreumel"
"3154","WK066807","1430","Wijk 07 Maasbommel"
"3155","WK066808","2585","Wijk 08 Wamel"
"3156","WK196900","5470","Wijk 00 Grootegast"
"3157","WK196901","1110","Wijk 01 Lutjegast"
"3158","WK196902","2890","Wijk 02 Opende"
"3159","WK196903","2955","Wijk 03 Oldekerk"
"3160","WK196904","11735","Wijk 04 Leek"
"3161","WK196905","3015","Wijk 05 Zevenhuizen"
"3162","WK196906","4430","Wijk 06 Tolbert"
"3163","WK196907","385","Wijk 07 Midwolde"
"3164","WK196908","145","Wijk 08 Lettelbert"
"3165","WK196909","715","Wijk 09 Oostwold"
"3166","WK196910","330","Wijk 10 Enumatil"
"3167","WK196911","8295","Wijk 11 Marum"
"3168","WK196912","2380","Wijk 12 De Wilp"
"3169","WK196913","1500","Wijk 13"
"3170","WK196914","10780","Wijk 14"
"3171","WK196915","3825","Wijk 15"
"3172","WK196916","2040","Wijk 16"
"3173","WK196917","2905","Wijk 17"
"3174","WK170100","2980","Wijk 00 Diever"
"3175","WK170101","665","Wijk 01 Wapse"
"3176","WK170102","490","Wijk 02 Zorgvlied"
"3177","WK170103","2805","Wijk 03 Dwingeloo"
"3178","WK170104","475","Wijk 04 Lhee"
"3179","WK170105","355","Wijk 05 Eemster"
"3180","WK170106","490","Wijk 06 Geeuwenbrug"
"3181","WK170107","300","Wijk 07 Dieverbrug"
"3182","WK170108","4635","Wijk 08 Havelte"
"3183","WK170109","1425","Wijk 09 Uffelte"
"3184","WK170110","830","Wijk 10 Wapserveen"
"3185","WK170111","2100","Wijk 11 Vledder"
"3186","WK170112","285","Wijk 12 Frederiksoord"
"3187","WK170113","510","Wijk 13 Nijensleek"
"3188","WK170114","355","Wijk 14 Vledderveen"
"3189","WK170115","945","Wijk 15 Wilhelminaoord"
"3190","WK170116","115","Wijk 16 Doldersum"
"3191","WK170117","220","Wijk 17 Boschoord"
"3192","WK029300","15150","Wijk 00"
"3193","WK195000","4175","Wijk 00 Bellingwolde"
"3194","WK195001","1000","Wijk 01 Oost"
"3195","WK195002","3820","Wijk 02 Blijham"
"3196","WK195003","1945","Wijk 03 Sellingen"
"3197","WK195004","2635","Wijk 04 Vlagtwedde"
"3198","WK195005","1185","Wijk 05 Bourtange"
"3199","WK195006","735","Wijk 06 Sellingerbeetse"
"3200","WK195007","10400","Wijk 07 Ter Apel"
"3201","WK195008","330","Wijk 08 Ter Wisch"
"3202","WK195009","245","Wijk 09 de Maten"
"3203","WK178301","22945","Wijk 01 Naaldwijk"
"3204","WK178302","7825","Wijk 02 Honselersdijk"
"3205","WK178303","4535","Wijk 03 Maasdijk"
"3206","WK178304","23730","Wijk 04 's-Gravenzande"
"3207","WK178305","14430","Wijk 05 Monster"
"3208","WK178306","16245","Wijk 06 Wateringen"
"3209","WK178307","13130","Wijk 07 De Lier"
"3210","WK178308","4380","Wijk 08 Kwintsheul"
"3211","WK178309","7980","Wijk 09 Poeldijk"
"3212","WK178310","740","Wijk 10 Ter Heijde"
"3213","WK009800","13395","Wolvega"
"3214","WK009801","655","De Wolden-Ter Idzard"
"3215","WK009802","370","De Lamers"
"3216","WK009803","865","Lange-Nije-Munk"
"3217","WK009804","690","Scherpenzeel-Spanga"
"3218","WK009805","450","Oldetrijne-Sonnega"
"3219","WK009806","500","Blesdijke"
"3220","WK009807","900","De Blesse-Peperga"
"3221","WK009808","1030","Steggerda"
"3222","WK009809","590","De Hoeve-Vinkega"
"3223","WK009810","3640","Noordwolde"
"3224","WK009811","570","Oosterstreek"
"3225","WK009812","330","Zandhuizen"
"3226","WK009813","870","Boijl"
"3227","WK009814","535","Nijeholtpade"
"3228","WK009815","1095","Oldeholtpade"
"3229","WK018900","13600","Wijk 00 Wierden (kern)"
"3230","WK018901","1490","Wijk 01 Landelijk gebied Wierden"
"3231","WK018902","1115","Wijk 02 Hooge-Hexel"
"3232","WK018903","5590","Wijk 03 Enter (kern)"
"3233","WK018904","1865","Wijk 04 Landelijk gebied Enter"
"3234","WK018905","1280","Wijk 05 Rectum - Notter - Zuna"
"3235","WK029600","275","Wijk 00 Wijchen buitengebied"
"3236","WK029601","34110","Wijk 01 Wijchen kern"
"3237","WK029602","735","Wijk 02 Balgoij"
"3238","WK029603","670","Wijk 03 Batenburg"
"3239","WK029604","1775","Wijk 04 Bergharen"
"3240","WK029605","965","Wijk 05 Hernen"
"3241","WK029606","135","Wijk 06 Leur"
"3242","WK029607","435","Wijk 07 Niftrik"
"3243","WK029608","2450","Wijk 08 Alverna"
"3244","WK169600","1400","Wijk 00 's-Graveland"
"3245","WK169601","6590","Wijk 01 Kortenhoef"
"3246","WK169602","1500","Wijk 02 Ankeveen"
"3247","WK169603","2320","Wijk 03 Loosdrecht"
"3248","WK169604","7030","Wijk 04 Nieuw-Loosdrecht"
"3249","WK169605","190","Wijk 05 Breukeleveen"
"3250","WK169606","5570","Wijk 06 Nederhorst den Berg"
"3251","WK035200","17485","Wijk 00 Wijk bij Duurstede"
"3252","WK035201","615","Wijk 01 Landelijk gebied"
"3253","WK035202","3320","Wijk 02 Cothen"
"3254","WK035203","2525","Wijk 03 Langbroek"
"3255","WK029400","23160","Wijk 00 Stad"
"3256","WK029401","6070","Wijk 01 Land"
"3257","WK087300","10845","Wijk 00 Hoogerheide en Woensdrecht"
"3258","WK087301","2045","Wijk 01 Huijbergen"
"3259","WK087302","5450","Wijk 02 Ossendrecht"
"3260","WK087303","3870","Wijk 03 Putte"
"3261","WK063201","19645","Wijk 01 Woerden-Midden"
"3262","WK063202","9320","Wijk 02 Woerden-West"
"3263","WK063203","9550","Wijk 03 Woerden-Oost"
"3264","WK063204","370","Wijk 04 Buitengebied Woerden-West"
"3265","WK063205","440","Wijk 05 Buitengebied Woerden-Oost"
"3266","WK063206","8060","Wijk 06 Harmelen"
"3267","WK063207","3905","Wijk 07 Kamerik"
"3268","WK063208","2430","Wijk 08 Zegveld"
"3269","WK169000","6365","Wijk 00 Zuidwolde"
"3270","WK169001","805","Wijk 01 Alteveer"
"3271","WK169002","910","Wijk 02 Kerkenveld"
"3272","WK169003","560","Wijk 03 Drogteropslagen"
"3273","WK169004","595","Wijk 04 Linde"
"3274","WK169005","665","Wijk 05 Fort"
"3275","WK169006","720","Wijk 06 Veeningen"
"3276","WK169007","380","Wijk 07 Echten"
"3277","WK169008","3585","Wijk 08 Ruinen"
"3278","WK169009","115","Wijk 09 Eursinge"
"3279","WK169010","355","Wijk 10 Ansen"
"3280","WK169011","3955","Wijk 11 Ruinerwold"
"3281","WK169012","2575","Wijk 12 Koekange"
"3282","WK169013","2990","Wijk 13 De Wijk"
"3283","WK088000","13745","Wijk 00 Wormer"
"3284","WK088001","1730","Wijk 01 Wijdewormer"
"3285","WK088002","1080","Wijk 02 Jisp"
"3286","WK035100","14640","Wijk 00 Woudenberg"
"3287","WK047911","13795","Zaandam Zuid"
"3288","WK047912","8665","Poelenburg"
"3289","WK047913","11275","Pelders- en Hoornseveld"
"3290","WK047914","8550","Rosmolenwijk"
"3291","WK047915","5125","Kogerveldwijk"
"3292","WK047916","6500","Zaandam Noord"
"3293","WK047921","5085","Oude Haven"
"3294","WK047922","9090","Zaandam West"
"3295","WK047923","13380","Nieuw West"
"3296","WK047931","4915","Oud Koog a/d Zaan"
"3297","WK047932","6345","Westerkoog"
"3298","WK047941","2985","Oud Zaandijk"
"3299","WK047942","5535","Rooswijk"
"3300","WK047951","12870","Wormerveer"
"3301","WK047961","8195","Krommenie Oost"
"3302","WK047962","9135","Krommenie West"
"3303","WK047971","7720","Assendelft-Zuid"
"3304","WK047972","17145","Assendelft-Noord"
"3305","WK047981","5090","Westzaan"
"3306","WK029700","13565","Wijk 00 Zaltbommel"
"3307","WK029701","8545","Wijk 01 Brakel"
"3308","WK029702","6490","Wijk 02 Kerkwijk"
"3309","WK029703","1785","Wijk 03 Nederhemert"
"3310","WK047301","7865","Zandvoort Noord"
"3311","WK047302","8565","Zandvoort Zuid"
"3312","WK047303","1020","Bentveld"
"3313","WK047304","20","Buitengebied"
"3314","WK005000","23900","Wijk 00"
"3315","WK035501","15945","Zeist Centrum"
"3316","WK035502","17345","Zeist-Noord"
"3317","WK035503","14440","Zeist-West"
"3318","WK035504","9365","Zeist-Oost"
"3319","WK035505","9545","Den Dolder e.o."
"3320","WK029900","26370","Zevenaar"
"3321","WK029901","2255","Babberich"
"3322","WK029902","1445","Angerlo"
"3323","WK029903","3415","Giesbeek"
"3324","WK029904","515","Lathum"
"3325","WK029905","115","Rijnstrangen"
"3326","WK029906","2365","Pannerden"
"3327","WK029907","790","Aerdt"
"3328","WK029908","1115","Herwen"
"3329","WK029909","3015","Lobith"
"3330","WK029910","2820","Tolkamer"
"3331","WK029911","830","Spijk"
"3332","WK063700","21690","Centrum"
"3333","WK063701","15915","Meerzicht"
"3334","WK063702","19985","Buytenwegh de Leyens"
"3335","WK063703","16385","Seghwaert"
"3336","WK063704","8315","Noordhove"
"3337","WK063705","20725","Rokkeveen"
"3338","WK063706","23730","Oosterheem"
"3339","WK063708","1275","Industriegebied"
"3340","WK063709","405","Buitengebied"
"3341","WK063800","4900","Zoeterwoude-Dorp"
"3342","WK063801","120","Westeinde"
"3343","WK063802","385","Zuidbuurt"
"3344","WK063803","355","Weipoort"
"3345","WK063804","75","Gelderswoude"
"3346","WK063809","115","Verspreide huizen"
"3347","WK063810","3795","Zoeterwoude-Rijndijk"
"3348","WK189201","5250","Moerkapelle wijk 01"
"3349","WK189202","10270","Zevenhuizen wijk 02"
"3350","WK189203","9040","Moordrecht wijk 03"
"3351","WK189204","23275","Nieuwerkerk aan den IJssel wijk 04"
"3352","WK087900","8660","Wijk 00 Zundert"
"3353","WK087901","2365","Wijk 01 Klein - Zundert"
"3354","WK087902","2975","Wijk 02 Wernhout"
"3355","WK087903","1735","Wijk 03 Achtmaal"
"3356","WK087904","6820","Wijk 04 Rijsbergen"
"3357","WK030100","9725","Wijk 00 Centrum - De Hoven"
"3358","WK030101","9865","Wijk 01 Waterkwartier"
"3359","WK030102","4830","Wijk 02 Noordveen"
"3360","WK030103","6980","Wijk 03 Zuidwijken"
"3361","WK030104","9040","Wijk 04 Leesten"
"3362","WK030105","8305","Wijk 05 Warnsveld"
"3363","WK189600","9740","Wijk 00 Genemuiden"
"3364","WK189601","755","Wijk 01 Kamperzeedijk"
"3365","WK189602","7220","Wijk 02 Hasselt"
"3366","WK189603","555","Wijk 03 Landelijk gebied Hasselt"
"3367","WK189604","4990","Wijk 04 Zwartsluis"
"3368","WK189605","185","Wijk 05 Mastenbroek"
"3369","WK064201","9715","Wijk 01 Walburg"
"3370","WK064202","5015","Wijk 02 Centrum"
"3371","WK064203","6715","Wijk 03 Noord"
"3372","WK064204","6095","Wijk 04 Heer Oudelands Ambacht"
"3373","WK064205","7105","Wijk 05 Kort Ambacht"
"3374","WK064206","6180","Wijk 06 Nederhoven"
"3375","WK064207","225","Wijk 07 Verspreide bebouwing"
"3376","WK064208","3430","Wijk 08 Bebouwde kom Heerjansdam"
"3377","WK064209","390","Wijk 09 Landelijk gebied Heerjansdam"
"3378","WK019310","4225","Wijk 10 Binnenstad"
"3379","WK019311","10970","Wijk 11 Diezerpoort"
"3380","WK019312","6380","Wijk 12 Wipstrik"
"3381","WK019313","13090","Wijk 13 Assendorp"
"3382","WK019314","4315","Wijk 14 Kamperpoort-Veerallee"
"3383","WK019320","365","Wijk 20 Poort van Zwolle"
"3384","WK019321","5370","Wijk 21 Westenholte"
"3385","WK019322","28125","Wijk 22 Stadshagen"
"3386","WK019330","10030","Wijk 30 Holtenbroek"
"3387","WK019331","13355","Wijk 31 Aa-landen"
"3388","WK019332","1030","Wijk 32 Vechtlanden"
"3389","WK019340","5260","Wijk 40 Berkum"
"3390","WK019341","1195","Wijk 41 Marsweteringlanden"
"3391","WK019350","13930","Wijk 50 Schelle"
"3392","WK019351","14615","Wijk 51 Ittersum"
"3393","WK019352","880","Wijk 52 Soestweteringlanden"
